product_id,name,category,brand,price,description,specifications,features,rating,stock_count
195,Razer Blade 18,Laptop,Razer,187686,Advanced laptop designed for professional work with exceptional performance and modern features.,"Display: 14.4-inch QHD, Storage: 256GB SSD, RAM: 8GB, Processor: AMD Ryzen 7","USB-C, Wi-Fi 6, Backlit keyboard, Touch screen",3.6,56
196,Framework Laptop 13,Laptop,Framework,224829,Powerful laptop designed for daily use with exceptional performance and modern features.,"Display: 16.1-inch 2K, Storage: 1TB SSD, RAM: 8GB, Processor: M3","Fingerprint reader, USB-C, Lightweight, Backlit keyboard",3.7,26
197,LG Gram Style,Laptop,LG,44198,Premium laptop designed for gaming with exceptional performance and modern features.,"Display: 16.8-inch FHD, Storage: 512GB SSD, RAM: 64GB, Processor: Intel i7","Fingerprint reader, Long battery life, Touch screen, SSD storage, Lightweight",4.3,35
198,Oppo Find X7 Ultra,Smartphone,Oppo,78601,Innovative smartphone designed for entertainment with exceptional performance and modern features.,"Display: 10.9-inch Retina, Storage: 256GB, RAM: 8GB, Battery: 4829mAh","AI photography, Multiple cameras, Water resistant",4.9,31
199,Honor Magic5 Pro,Smartphone,Honor,185517,Cutting-edge smartphone designed for productivity with exceptional performance and modern features.,"Display: 6.2-inch OLED, Storage: 512GB, RAM: 6GB, Battery: 4610mAh","Water resistant, AMOLED display, Wireless charging, AI photography, High refresh rate, Fast charging",5.0,34
200,Oppo F23 Pro,Smartphone,Oppo,226508,Versatile smartphone designed for entertainment with exceptional performance and modern features.,"Display: 8.4-inch OLED, Storage: 256GB, RAM: 16GB, Battery: 5197mAh","Face unlock, AMOLED display, Wireless charging, Fast charging, Fingerprint, AI photography",4.3,56
201,Huawei P60 Pro,Smartphone,Huawei,149873,Premium smartphone designed for productivity with exceptional performance and modern features.,"Display: 10.2-inch OLED, Storage: 64GB, RAM: 6GB, Battery: 4234mAh","AI photography, Fingerprint, Face unlock, Water resistant, 5G, High refresh rate",3.9,95
202,HP ZBook Firefly 14 G10,Laptop,HP,276373,Professional laptop designed for entertainment with exceptional performance and modern features.,"Display: 13.8-inch 2K, Storage: 512GB SSD, RAM: 8GB, Processor: Intel i9","SSD storage, Touch screen, Dedicated graphics, USB-C, Fingerprint reader",4.6,42
203,Xiaomi 13T Pro,Smartphone,Xiaomi,34306,Cutting-edge smartphone designed for content creation with exceptional performance and modern features.,"Display: 12.4-inch LCD, Storage: 512GB, RAM: 12GB, Battery: 5647mAh","AI photography, AMOLED display, Wireless charging",4.5,16
204,OnePlus Nord 3,Smartphone,OnePlus,85925,Versatile smartphone designed for daily use with exceptional performance and modern features.,"Display: 9.1-inch Retina, Storage: 256GB, RAM: 16GB, Battery: 5922mAh","5G, Fingerprint, Wireless charging, High refresh rate, AMOLED display, Face unlock",4.4,98
205,Microsoft Surface Laptop Studio 2,Laptop,Microsoft,108090,Reliable laptop designed for professional work with exceptional performance and modern features.,"Display: 15.7-inch 4K, Storage: 512GB SSD, RAM: 32GB, Processor: M1","Wi-Fi 6, USB-C, Long battery life, SSD storage, Backlit keyboard, Lightweight",4.4,43
206,Dell XPS 13 Plus,Laptop,Dell,261356,Sleek laptop designed for business with exceptional performance and modern features.,"Display: 14.0-inch FHD, Storage: 512GB SSD, RAM: 8GB, Processor: M2","Fingerprint reader, Long battery life, Wi-Fi 6",4.0,54
207,HP Envy 16,Laptop,HP,173036,Premium laptop designed for creativity with exceptional performance and modern features.,"Display: 16.0-inch 4K, Storage: 256GB SSD, RAM: 64GB, Processor: AMD Ryzen 5","Long battery life, Wi-Fi 6, Backlit keyboard, Fingerprint reader, Lightweight, Thunderbolt",4.6,67
208,Vivo X100 Pro,Smartphone,Vivo,218206,Premium smartphone designed for entertainment with exceptional performance and modern features.,"Display: 8.0-inch Retina, Storage: 128GB, RAM: 6GB, Battery: 5520mAh","AMOLED display, Face unlock, Multiple cameras, 5G, Water resistant",4.0,21
209,HP Spectre x360 14,Laptop,HP,177090,Sleek laptop designed for gaming with exceptional performance and modern features.,"Display: 16.0-inch FHD, Storage: 1TB SSD, RAM: 16GB, Processor: Intel i9","Touch screen, SSD storage, Fingerprint reader",4.2,69
210,Nokia G42,Smartphone,Nokia,32175,Cutting-edge smartphone designed for productivity with exceptional performance and modern features.,"Display: 6.2-inch OLED, Storage: 512GB, RAM: 6GB, Battery: 4610mAh","Water resistant, AMOLED display, Wireless charging, AI photography, High refresh rate, Fast charging",4.8,79
211,Apple MacBook Air 15-inch (M2),Laptop,Apple,38600,Powerful laptop designed for productivity with exceptional performance and modern features.,"Display: 16.0-inch 4K, Storage: 512GB SSD, RAM: 64GB, Processor: Intel i5","USB-C, Fingerprint reader, Thunderbolt",3.8,78
212,HP Envy 16,Laptop,HP,55006,Reliable laptop designed for gaming with exceptional performance and modern features.,"Display: 16.9-inch FHD, Storage: 2TB SSD, RAM: 32GB, Processor: Intel i5","Dedicated graphics, Thunderbolt, SSD storage",4.6,84
213,Dell Precision 5680,Laptop,Dell,71048,Powerful laptop designed for business with exceptional performance and modern features.,"Display: 16.6-inch 2K, Storage: 2TB SSD, RAM: 8GB, Processor: Intel i9","Wi-Fi 6, Dedicated graphics, Backlit keyboard, SSD storage, Touch screen",3.9,11
214,Lenovo ThinkPad X1 Carbon Gen 11,Laptop,Lenovo,187779,Professional laptop designed for entertainment with exceptional performance and modern features.,"Display: 15.6-inch FHD, Storage: 2TB SSD, RAM: 8GB, Processor: AMD Ryzen 7","USB-C, SSD storage, Lightweight, Touch screen, Long battery life, Wi-Fi 6",4.1,88
215,Honor Magic5 Pro,Smartphone,Honor,155912,Reliable smartphone designed for business with exceptional performance and modern features.,"Display: 12.2-inch AMOLED, Storage: 512GB, RAM: 6GB, Battery: 4519mAh","5G, Fast charging, AI photography, Face unlock, Multiple cameras, AMOLED display",4.0,82
216,Oppo Find X7 Ultra,Smartphone,Oppo,29090,Premium smartphone designed for creativity with exceptional performance and modern features.,"Display: 6.8-inch LCD, Storage: 256GB, RAM: 16GB, Battery: 5938mAh","Fingerprint, High refresh rate, 5G, Face unlock, Fast charging",4.9,100
217,Microsoft Surface Laptop Go 3,Laptop,Microsoft,264597,Powerful laptop designed for creativity with exceptional performance and modern features.,"Display: 16.9-inch FHD, Storage: 1TB SSD, RAM: 64GB, Processor: M3","SSD storage, Long battery life, Lightweight, USB-C, Fingerprint reader",4.9,81
218,OnePlus 11R,Smartphone,OnePlus,103523,Innovative smartphone designed for entertainment with exceptional performance and modern features.,"Display: 7.4-inch Retina, Storage: 64GB, RAM: 6GB, Battery: 4548mAh","AMOLED display, 5G, Fingerprint, Fast charging, AI photography",3.5,66
219,Samsung Galaxy Chromebook 2,Laptop,Samsung,214102,High-performance laptop designed for daily use with exceptional performance and modern features.,"Display: 15.7-inch FHD, Storage: 1TB SSD, RAM: 64GB, Processor: Intel i9","Wi-Fi 6, Long battery life, USB-C, Backlit keyboard, Lightweight",4.3,45
220,Dell XPS 15 (2023),Laptop,Dell,200910,Versatile laptop designed for creativity with exceptional performance and modern features.,"Display: 14.3-inch FHD, Storage: 1TB SSD, RAM: 64GB, Processor: AMD Ryzen 7","Dedicated graphics, Wi-Fi 6, SSD storage, Long battery life",4.2,71
221,Realme 11 Pro+,Smartphone,Realme,241131,Powerful smartphone designed for content creation with exceptional performance and modern features.,"Display: 10.9-inch LCD, Storage: 256GB, RAM: 12GB, Battery: 4882mAh","Fast charging, Fingerprint, Multiple cameras",3.9,73
222,LG Gram Style,Laptop,LG,235786,Innovative laptop designed for productivity with exceptional performance and modern features.,"Display: 13.2-inch QHD, Storage: 1TB SSD, RAM: 64GB, Processor: AMD Ryzen 5","Lightweight, SSD storage, Fingerprint reader",4.6,80
223,Samsung Galaxy Chromebook 2,Laptop,Samsung,62720,High-performance laptop designed for daily use with exceptional performance and modern features.,"Display: 15.7-inch FHD, Storage: 1TB SSD, RAM: 64GB, Processor: Intel i9","Wi-Fi 6, Long battery life, USB-C, Backlit keyboard, Lightweight",4.5,97
224,Asus ROG Zephyrus G14,Laptop,Asus,162115,Professional laptop designed for professional work with exceptional performance and modern features.,"Display: 17.2-inch 2K, Storage: 1TB SSD, RAM: 8GB, Processor: M3","Touch screen, Backlit keyboard, Thunderbolt, Lightweight",4.9,80
225,Microsoft Surface Laptop 5,Laptop,Microsoft,224607,Powerful laptop designed for creativity with exceptional performance and modern features.,"Display: 16.9-inch FHD, Storage: 1TB SSD, RAM: 64GB, Processor: M3","SSD storage, Long battery life, Lightweight, USB-C, Fingerprint reader",3.7,50
226,OnePlus Nord 3,Smartphone,OnePlus,46437,High-performance smartphone designed for business with exceptional performance and modern features.,"Display: 11.8-inch AMOLED, Storage: 256GB, RAM: 6GB, Battery: 3445mAh","Wireless charging, Fingerprint, AMOLED display, Multiple cameras",4.3,29
227,Honor Magic5 Pro,Smartphone,Honor,62858,Versatile smartphone designed for gaming with exceptional performance and modern features.,"Display: 11.0-inch AMOLED, Storage: 512GB, RAM: 8GB, Battery: 4462mAh","High refresh rate, Wireless charging, Fingerprint, Water resistant",4.6,44
228,Lenovo ThinkPad X1 Carbon Gen 11,Laptop,Lenovo,70344,Advanced laptop designed for business with exceptional performance and modern features.,"Display: 13.6-inch 4K, Storage: 1TB SSD, RAM: 16GB, Processor: M1","Thunderbolt, Fingerprint reader, USB-C",4.0,12
229,Google Pixel 7a,Smartphone,Google,238765,Versatile smartphone designed for gaming with exceptional performance and modern features.,"Display: 5.2-inch OLED, Storage: 64GB, RAM: 16GB, Battery: 4704mAh","AI photography, Water resistant, Fast charging, 5G, High refresh rate, Wireless charging",4.4,43
230,Huawei Mate 50 Pro,Smartphone,Huawei,245741,Versatile smartphone designed for gaming with exceptional performance and modern features.,"Display: 11.0-inch AMOLED, Storage: 512GB, RAM: 8GB, Battery: 4462mAh","High refresh rate, Wireless charging, Fingerprint, Water resistant",3.8,66
231,Google Pixel 7a,Smartphone,Google,259861,Sleek smartphone designed for business with exceptional performance and modern features.,"Display: 9.8-inch OLED, Storage: 512GB, RAM: 4GB, Battery: 4441mAh","Wireless charging, Multiple cameras, High refresh rate",3.9,90
232,Samsung Galaxy S24 Ultra,Smartphone,Samsung,269851,Premium smartphone designed for productivity with exceptional performance and modern features.,"Display: 11.6-inch Retina, Storage: 128GB, RAM: 12GB, Battery: 4604mAh","Face unlock, Fast charging, Multiple cameras",4.8,95
233,Samsung Galaxy Book3 Pro 360,Laptop,Samsung,250864,Versatile laptop designed for daily use with exceptional performance and modern features.,"Display: 15.5-inch QHD, Storage: 512GB SSD, RAM: 64GB, Processor: Intel i7","Thunderbolt, Dedicated graphics, Long battery life, Backlit keyboard",4.6,23
234,LG Gram SuperSlim,Laptop,LG,111888,Cutting-edge laptop designed for professional work with exceptional performance and modern features.,"Display: 16.2-inch 4K, Storage: 1TB SSD, RAM: 16GB, Processor: Intel i7","SSD storage, Backlit keyboard, Touch screen, Fingerprint reader, Wi-Fi 6, Thunderbolt",4.6,60
235,Asus Vivobook S 15 OLED,Laptop,Asus,295944,Reliable laptop designed for gaming with exceptional performance and modern features.,"Display: 13.3-inch FHD, Storage: 256GB SSD, RAM: 16GB, Processor: AMD Ryzen 9","SSD storage, Lightweight, Wi-Fi 6",4.5,10
236,Vivo V29 Pro,Smartphone,Vivo,118330,Sleek smartphone designed for business with exceptional performance and modern features.,"Display: 9.8-inch OLED, Storage: 512GB, RAM: 4GB, Battery: 4441mAh","Wireless charging, Multiple cameras, High refresh rate",4.0,20
237,LG Gram Style,Laptop,LG,65012,Powerful laptop designed for productivity with exceptional performance and modern features.,"Display: 16.0-inch FHD, Storage: 2TB SSD, RAM: 32GB, Processor: AMD Ryzen 7","Wi-Fi 6, Dedicated graphics, Touch screen",3.6,44
238,Apple MacBook Air (M2),Laptop,Apple,99866,Powerful laptop designed for professional work with exceptional performance and modern features.,"Display: 15.1-inch 4K, Storage: 1TB SSD, RAM: 8GB, Processor: M3","Touch screen, Wi-Fi 6, Long battery life, Thunderbolt",4.5,39
239,LG Gram 17 (2023),Laptop,LG,261822,Cutting-edge laptop designed for business with exceptional performance and modern features.,"Display: 16.4-inch 4K, Storage: 1TB SSD, RAM: 32GB, Processor: Intel i9","Dedicated graphics, Backlit keyboard, Long battery life, Touch screen",3.5,71
240,Microsoft Surface Laptop Studio 2,Laptop,Microsoft,254156,Cutting-edge laptop designed for professional work with exceptional performance and modern features.,"Display: 16.2-inch 4K, Storage: 1TB SSD, RAM: 16GB, Processor: Intel i7","SSD storage, Backlit keyboard, Touch screen, Fingerprint reader, Wi-Fi 6, Thunderbolt",4.7,97
241,Google Pixel 7a,Smartphone,Google,168341,Versatile smartphone designed for entertainment with exceptional performance and modern features.,"Display: 8.4-inch OLED, Storage: 256GB, RAM: 16GB, Battery: 5197mAh","Face unlock, AMOLED display, Wireless charging, Fast charging, Fingerprint, AI photography",3.5,73
242,HP Spectre x360 14,Laptop,HP,276449,Versatile laptop designed for creativity with exceptional performance and modern features.,"Display: 16.0-inch 4K, Storage: 2TB SSD, RAM: 16GB, Processor: AMD Ryzen 7","Backlit keyboard, Lightweight, Fingerprint reader",4.6,82
243,Huawei Mate 50 Pro,Smartphone,Huawei,60187,Cutting-edge smartphone designed for productivity with exceptional performance and modern features.,"Display: 6.2-inch OLED, Storage: 512GB, RAM: 6GB, Battery: 4610mAh","Water resistant, AMOLED display, Wireless charging, AI photography, High refresh rate, Fast charging",4.9,61
244,Lenovo IdeaPad Slim 5,Laptop,Lenovo,266731,Premium laptop designed for daily use with exceptional performance and modern features.,"Display: 13.9-inch 4K, Storage: 2TB SSD, RAM: 16GB, Processor: M3","Touch screen, Wi-Fi 6, Fingerprint reader, Long battery life, Thunderbolt",4.3,92
245,Xiaomi Redmi Note 13 Pro+,Smartphone,Xiaomi,177398,Versatile smartphone designed for entertainment with exceptional performance and modern features.,"Display: 8.4-inch OLED, Storage: 256GB, RAM: 16GB, Battery: 5197mAh","Face unlock, AMOLED display, Wireless charging, Fast charging, Fingerprint, AI photography",4.2,78
246,Nokia G42,Smartphone,Nokia,137897,High-performance smartphone designed for productivity with exceptional performance and modern features.,"Display: 8.5-inch LCD, Storage: 512GB, RAM: 4GB, Battery: 4441mAh","Fingerprint, Multiple cameras, AMOLED display, Face unlock, Fast charging",4.9,83
247,HP Envy 16,Laptop,HP,97368,Reliable laptop designed for professional work with exceptional performance and modern features.,"Display: 15.7-inch 4K, Storage: 512GB SSD, RAM: 32GB, Processor: M1","Wi-Fi 6, USB-C, Long battery life, SSD storage, Backlit keyboard, Lightweight",3.7,62
248,HP ZBook Firefly 14 G10,Laptop,HP,289620,Reliable laptop designed for gaming with exceptional performance and modern features.,"Display: 16.9-inch FHD, Storage: 2TB SSD, RAM: 32GB, Processor: Intel i5","Dedicated graphics, Thunderbolt, SSD storage",4.7,91
249,Nothing Phone (1),Smartphone,Nothing,163450,Professional smartphone designed for creativity with exceptional performance and modern features.,"Display: 10.3-inch LCD, Storage: 256GB, RAM: 8GB, Battery: 3276mAh","Multiple cameras, Wireless charging, Face unlock, Fast charging, AI photography, 5G",4.0,44
250,Apple iPhone SE (2022),Smartphone,Apple,112874,Premium smartphone designed for productivity with exceptional performance and modern features.,"Display: 11.6-inch Retina, Storage: 128GB, RAM: 12GB, Battery: 4604mAh","Face unlock, Fast charging, Multiple cameras",3.6,78
251,Nothing Phone (2),Smartphone,Nothing,209998,Premium smartphone designed for gaming with exceptional performance and modern features.,"Display: 11.0-inch OLED, Storage: 128GB, RAM: 12GB, Battery: 3693mAh","Water resistant, Fingerprint, Multiple cameras, Wireless charging",5.0,80
252,Samsung Galaxy Z Flip 5,Smartphone,Samsung,191127,Versatile smartphone designed for professional work with exceptional performance and modern features.,"Display: 7.7-inch AMOLED, Storage: 64GB, RAM: 6GB, Battery: 3138mAh","Wireless charging, Fingerprint, High refresh rate",3.7,10
253,Sony Xperia 5 V,Smartphone,Sony,133050,Versatile smartphone designed for daily use with exceptional performance and modern features.,"Display: 6.9-inch OLED, Storage: 64GB, RAM: 4GB, Battery: 5973mAh","Fast charging, AMOLED display, Fingerprint, Face unlock, Wireless charging, Water resistant",4.9,64
254,HP Spectre x360 14,Laptop,HP,124752,Advanced laptop designed for content creation with exceptional performance and modern features.,"Display: 15.3-inch QHD, Storage: 256GB SSD, RAM: 64GB, Processor: Intel i5","Thunderbolt, Fingerprint reader, Backlit keyboard, Dedicated graphics, Long battery life, USB-C",4.7,39
255,Gigabyte Aero 16 OLED,Laptop,Gigabyte,203369,Professional laptop designed for content creation with exceptional performance and modern features.,"Display: 16.2-inch 4K, Storage: 256GB SSD, RAM: 64GB, Processor: M1","Fingerprint reader, Long battery life, Thunderbolt, Backlit keyboard, USB-C, SSD storage",4.5,86
256,Asus ProArt Studiobook 16 OLED,Laptop,Asus,76491,Innovative laptop designed for creativity with exceptional performance and modern features.,"Display: 14.5-inch 2K, Storage: 512GB SSD, RAM: 8GB, Processor: Intel i7","Lightweight, Long battery life, Backlit keyboard, Fingerprint reader",3.5,23
257,Realme Narzo 60 Pro,Smartphone,Realme,191975,Powerful smartphone designed for gaming with exceptional performance and modern features.,"Display: 5.9-inch LCD, Storage: 256GB, RAM: 12GB, Battery: 4490mAh","Fingerprint, Wireless charging, AI photography",4.4,74
258,Vivo T2 Pro,Smartphone,Vivo,253382,Sleek smartphone designed for entertainment with exceptional performance and modern features.,"Display: 10.6-inch OLED, Storage: 512GB, RAM: 12GB, Battery: 4073mAh","AMOLED display, Water resistant, Fast charging, Wireless charging, High refresh rate",3.7,63
259,Xiaomi 13T Pro,Smartphone,Xiaomi,43553,Professional smartphone designed for creativity with exceptional performance and modern features.,"Display: 10.3-inch LCD, Storage: 256GB, RAM: 8GB, Battery: 3276mAh","Multiple cameras, Wireless charging, Face unlock, Fast charging, AI photography, 5G",4.0,19
260,Vivo V29 Pro,Smartphone,Vivo,90167,Reliable smartphone designed for entertainment with exceptional performance and modern features.,"Display: 12.2-inch AMOLED, Storage: 1TB, RAM: 6GB, Battery: 3212mAh","AMOLED display, 5G, Face unlock, AI photography, Multiple cameras",4.0,78
261,Asus ROG Phone 8 Pro,Smartphone,Asus,215893,Advanced smartphone designed for daily use with exceptional performance and modern features.,"Display: 12.6-inch OLED, Storage: 1TB, RAM: 6GB, Battery: 3246mAh","Wireless charging, Fast charging, Fingerprint, High refresh rate, AMOLED display",4.0,54
262,Dell Alienware m18,Laptop,Dell,237440,Premium laptop designed for entertainment with exceptional performance and modern features.,"Display: 15.1-inch 2K, Storage: 1TB SSD, RAM: 32GB, Processor: AMD Ryzen 9","Thunderbolt, Long battery life, Wi-Fi 6, Dedicated graphics, Touch screen, Backlit keyboard",4.5,53
263,Dell Precision 5680,Laptop,Dell,240106,Professional laptop designed for professional work with exceptional performance and modern features.,"Display: 14.9-inch QHD, Storage: 2TB SSD, RAM: 16GB, Processor: Intel i5","Touch screen, USB-C, Lightweight, Dedicated graphics, SSD storage",4.9,35
264,Nothing Phone (2),Smartphone,Nothing,288296,Versatile smartphone designed for business with exceptional performance and modern features.,"Display: 9.4-inch AMOLED, Storage: 64GB, RAM: 6GB, Battery: 3989mAh","High refresh rate, Fingerprint, Water resistant, AMOLED display, Face unlock",3.9,68
265,Samsung Galaxy Z Flip 5,Smartphone,Samsung,243067,High-performance smartphone designed for creativity with exceptional performance and modern features.,"Display: 11.1-inch OLED, Storage: 1TB, RAM: 6GB, Battery: 5491mAh","Water resistant, 5G, Face unlock, AI photography, Fingerprint, High refresh rate",4.1,91
266,Razer Blade 15,Laptop,Razer,287301,Powerful laptop designed for gaming with exceptional performance and modern features.,"Display: 17.2-inch QHD, Storage: 2TB SSD, RAM: 8GB, Processor: AMD Ryzen 9","Dedicated graphics, Thunderbolt, USB-C, Backlit keyboard, Fingerprint reader",4.8,92
267,Acer Swift Edge 16,Laptop,Acer,177588,High-performance laptop designed for content creation with exceptional performance and modern features.,"Display: 16.4-inch FHD, Storage: 1TB SSD, RAM: 64GB, Processor: AMD Ryzen 9","Touch screen, SSD storage, Long battery life",4.9,5
268,Microsoft Surface Laptop Studio 2,Laptop,Microsoft,155838,Professional laptop designed for entertainment with exceptional performance and modern features.,"Display: 14.4-inch 4K, Storage: 2TB SSD, RAM: 32GB, Processor: M1","Dedicated graphics, Backlit keyboard, Touch screen, Lightweight",4.9,55
269,Razer Blade 15,Laptop,Razer,209015,Professional laptop designed for business with exceptional performance and modern features.,"Display: 14.0-inch FHD, Storage: 512GB SSD, RAM: 8GB, Processor: Intel i9","USB-C, Thunderbolt, Long battery life, Backlit keyboard, Wi-Fi 6",4.3,56
270,Nothing Phone (1),Smartphone,Nothing,116881,High-performance smartphone designed for daily use with exceptional performance and modern features.,"Display: 6.4-inch AMOLED, Storage: 64GB, RAM: 4GB, Battery: 3149mAh","Fast charging, Wireless charging, 5G, High refresh rate, AMOLED display, Water resistant",4.4,51
271,HP Spectre x360 14,Laptop,HP,248742,High-performance laptop designed for creativity with exceptional performance and modern features.,"Display: 15.7-inch 2K, Storage: 1TB SSD, RAM: 8GB, Processor: Intel i5","Fingerprint reader, SSD storage, Thunderbolt",3.9,91
272,Samsung Galaxy Chromebook 2,Laptop,Samsung,275040,Cutting-edge laptop designed for content creation with exceptional performance and modern features.,"Display: 15.0-inch QHD, Storage: 1TB SSD, RAM: 8GB, Processor: Intel i5","Touch screen, Long battery life, SSD storage",4.3,39
273,Asus Zenbook 14 OLED,Laptop,Asus,131231,Cutting-edge laptop designed for productivity with exceptional performance and modern features.,"Display: 15.2-inch QHD, Storage: 256GB SSD, RAM: 8GB, Processor: Intel i5","Wi-Fi 6, USB-C, Dedicated graphics, Lightweight, Touch screen",4.0,95
274,Poco F5 Pro,Smartphone,Poco,53348,Advanced smartphone designed for business with exceptional performance and modern features.,"Display: 7.6-inch OLED, Storage: 512GB, RAM: 4GB, Battery: 3618mAh","Face unlock, Multiple cameras, Fast charging, AMOLED display, High refresh rate, 5G",4.3,59
275,Acer Predator Helios 16,Laptop,Acer,201583,Powerful laptop designed for daily use with exceptional performance and modern features.,"Display: 16.1-inch FHD, Storage: 256GB SSD, RAM: 32GB, Processor: M3","Thunderbolt, Long battery life, Fingerprint reader, USB-C, Backlit keyboard, Wi-Fi 6",4.6,25
276,OnePlus 12,Smartphone,OnePlus,284949,Sleek smartphone designed for content creation with exceptional performance and modern features.,"Display: 10.3-inch AMOLED, Storage: 512GB, RAM: 12GB, Battery: 5776mAh","Face unlock, Multiple cameras, Water resistant, AI photography, Fast charging, Fingerprint",4.5,82
277,Samsung Galaxy Z Flip 5,Smartphone,Samsung,121216,Powerful smartphone designed for business with exceptional performance and modern features.,"Display: 12.2-inch LCD, Storage: 1TB, RAM: 4GB, Battery: 4661mAh","Wireless charging, AI photography, Face unlock",4.0,5
278,Samsung Galaxy Z Flip 5,Smartphone,Samsung,100351,Cutting-edge smartphone designed for entertainment with exceptional performance and modern features.,"Display: 12.6-inch AMOLED, Storage: 1TB, RAM: 4GB, Battery: 3660mAh","Fast charging, AI photography, Wireless charging, Fingerprint, Face unlock",4.4,11
279,LG Gram 17 (2023),Laptop,LG,99460,Advanced laptop designed for entertainment with exceptional performance and modern features.,"Display: 14.9-inch 4K, Storage: 256GB SSD, RAM: 16GB, Processor: AMD Ryzen 9","Dedicated graphics, Long battery life, SSD storage",4.3,85
280,Dell XPS 15 (2023),Laptop,Dell,25387,Professional laptop designed for productivity with exceptional performance and modern features.,"Display: 13.4-inch 2K, Storage: 2TB SSD, RAM: 8GB, Processor: Intel i7","Long battery life, Lightweight, Touch screen, Dedicated graphics, Fingerprint reader",4.0,64
281,Google Pixel 7a,Smartphone,Google,43146,Premium smartphone designed for content creation with exceptional performance and modern features.,"Display: 9.3-inch OLED, Storage: 512GB, RAM: 4GB, Battery: 4623mAh","AI photography, Face unlock, Fast charging, Wireless charging",3.6,20
282,Apple iPhone 15 Pro Max,Smartphone,Apple,183179,Versatile smartphone designed for business with exceptional performance and modern features.,"Display: 9.4-inch AMOLED, Storage: 64GB, RAM: 6GB, Battery: 3989mAh","High refresh rate, Fingerprint, Water resistant, AMOLED display, Face unlock",4.8,88
283,Razer Blade 18,Laptop,Razer,253324,Professional laptop designed for entertainment with exceptional performance and modern features.,"Display: 14.4-inch 4K, Storage: 2TB SSD, RAM: 32GB, Processor: M1","Dedicated graphics, Backlit keyboard, Touch screen, Lightweight",4.0,96
284,HP Spectre x360 14,Laptop,HP,269671,Versatile laptop designed for creativity with exceptional performance and modern features.,"Display: 14.3-inch FHD, Storage: 1TB SSD, RAM: 64GB, Processor: AMD Ryzen 7","Dedicated graphics, Wi-Fi 6, SSD storage, Long battery life",3.8,22
285,Moto G84,Smartphone,Moto,171175,Reliable smartphone designed for business with exceptional performance and modern features.,"Display: 12.2-inch AMOLED, Storage: 512GB, RAM: 6GB, Battery: 4519mAh","5G, Fast charging, AI photography, Face unlock, Multiple cameras, AMOLED display",5.0,16
286,Acer Aspire 5,Laptop,Acer,285843,Cutting-edge laptop designed for creativity with exceptional performance and modern features.,"Display: 14.4-inch 2K, Storage: 1TB SSD, RAM: 64GB, Processor: AMD Ryzen 7","Touch screen, Backlit keyboard, SSD storage, Lightweight, USB-C, Long battery life",4.6,81
287,Apple MacBook Air 15-inch (M2),Laptop,Apple,118983,Reliable laptop designed for daily use with exceptional performance and modern features.,"Display: 14.2-inch QHD, Storage: 1TB SSD, RAM: 32GB, Processor: AMD Ryzen 9","Touch screen, Dedicated graphics, USB-C, Backlit keyboard, SSD storage",4.0,52
288,Nokia G42,Smartphone,Nokia,204168,Professional smartphone designed for creativity with exceptional performance and modern features.,"Display: 11.6-inch LCD, Storage: 512GB, RAM: 16GB, Battery: 3379mAh","Fast charging, AMOLED display, Fingerprint",4.8,35
289,Microsoft Surface Pro 9,Laptop,Microsoft,173797,Innovative laptop designed for entertainment with exceptional performance and modern features.,"Display: 14.5-inch QHD, Storage: 512GB SSD, RAM: 64GB, Processor: AMD Ryzen 9","Backlit keyboard, Touch screen, Lightweight, Thunderbolt, SSD storage, Wi-Fi 6",4.4,18
290,Dell XPS 13 Plus,Laptop,Dell,267826,Professional laptop designed for professional work with exceptional performance and modern features.,"Display: 14.9-inch QHD, Storage: 2TB SSD, RAM: 16GB, Processor: Intel i5","Touch screen, USB-C, Lightweight, Dedicated graphics, SSD storage",4.0,40
291,Samsung Galaxy Z Flip 5,Smartphone,Samsung,149214,Innovative smartphone designed for content creation with exceptional performance and modern features.,"Display: 9.8-inch AMOLED, Storage: 256GB, RAM: 6GB, Battery: 4973mAh","Fingerprint, AI photography, Fast charging, AMOLED display, Wireless charging",3.9,60
292,Microsoft Surface Laptop Go 3,Laptop,Microsoft,44260,Versatile laptop designed for gaming with exceptional performance and modern features.,"Display: 14.7-inch 4K, Storage: 1TB SSD, RAM: 64GB, Processor: Intel i7","Wi-Fi 6, SSD storage, Fingerprint reader, Thunderbolt",3.5,73
293,Google Pixel 6a,Smartphone,Google,106770,Versatile smartphone designed for gaming with exceptional performance and modern features.,"Display: 11.0-inch AMOLED, Storage: 512GB, RAM: 8GB, Battery: 4462mAh","High refresh rate, Wireless charging, Fingerprint, Water resistant",3.9,55
294,Google Pixel 6a,Smartphone,Google,115682,Professional smartphone designed for daily use with exceptional performance and modern features.,"Display: 7.6-inch LCD, Storage: 512GB, RAM: 4GB, Battery: 5024mAh","Fingerprint, 5G, Water resistant, AMOLED display",3.9,87
295,Samsung Galaxy M34,Smartphone,Samsung,209525,High-performance smartphone designed for entertainment with exceptional performance and modern features.,"Display: 9.0-inch OLED, Storage: 64GB, RAM: 8GB, Battery: 4645mAh","Face unlock, Water resistant, 5G, High refresh rate, AMOLED display",4.0,67
