ser_id,age,gender,income_level,location,preferences,interests,purchase_history,budget_range,tech_savviness
3c79454a-bf66-4168-b84c-6a648d58ddfd,53,Female,Low,Bangalore,dedicated graphics,gaming,"Smartphone,Laptop,Laptop",10000-20000,Beginner
a2e51e2c-fb14-4a78-b972-d85c28aad693,64,Male,Medium,Pune,"fast processor,dedicated graphics",gaming,"Smartphone,Laptop",40000-60000,Intermediate
949be3db-02e1-42de-9183-9809ee9c8c36,46,Male,Medium,Chennai,"long battery,budget-friendly",education,"Laptop,Laptop,Smartphone",40000-60000,Beginner
115a64e0-fd9d-40a7-b8cc-ccab1814604f,42,Female,Medium,Delhi,"camera quality,good storage",photography,"Laptop,Smartphone",20000-40000,Intermediate
0476308e-0a8f-4f40-b822-90f0653018c2,56,Male,Medium,Patna,good storage,photography,"Laptop,Laptop",60000-100000,Beginner
db279d32-05fb-4055-a5f9-442579caaaf9,18,Female,Low,Jaipur,"budget-friendly,stylus support",education,Laptop,20000-40000,Advanced
b838f02a-5ee5-4673-adcf-78ed2daa0e4f,31,Male,Low,Kanpur,"long battery,budget-friendly,stylus support",education,Laptop,10000-20000,Advanced
fab8d959-c9da-45e6-96cb-5c8b038b4498,18,Male,Low,Thane,compact,travel,"Smartphone,Laptop,Smartphone",20000-40000,Advanced
f1b383ad-5366-4121-9972-f4521f95cb6d,51,Male,Medium,Patna,"long battery,stylus support",education,"Laptop,Laptop",40000-60000,Beginner
9e56ac0d-ba16-4af9-9f6a-fe134d3d5800,36,Male,Medium,Bangalore,stylus support,education,"Smartphone,Laptop",40000-60000,Advanced
8fa2c649-2209-4a1d-8b8f-b85351b145ca,43,Male,Low,Jaipur,fast processor,gaming,"Laptop,Smartphone,Laptop",20000-40000,Intermediate
52de3c52-2a73-4ce7-87b8-2e59a5ba2d47,46,Female,Medium,Surat,"high performance,dedicated graphics,fast processor",gaming,"Laptop,Smartphone,Smartphone",20000-40000,Intermediate
167102a3-87ee-4933-b8af-929394cc56e1,46,Female,Medium,Jaipur,professional design,business,Laptop,40000-60000,Intermediate
47b6fd46-480e-4425-b15c-bda10f0f1984,54,Female,Low,Lucknow,"long battery,professional design",business,"Smartphone,Smartphone",10000-20000,Beginner
77027075-a536-45fe-bc1f-c0e7923911dc,19,Female,Medium,Indore,"camera quality,good storage",photography,Laptop,60000-100000,Intermediate
93fe4ef2-6086-4a33-9961-fc0ddffa57a2,29,Female,Low,Lucknow,"camera quality,good storage,high resolution",photography,"Smartphone,Laptop",20000-40000,Intermediate
a522acb4-8206-4f6c-80e8-55f0da4799ee,36,Male,High,Visakhapatnam,good speakers,entertainment,"Laptop,Smartphone",100000-150000,Advanced
12da64f4-6dfe-4d85-8741-a573bb6fd9bf,65,Male,Medium,Nagpur,fast processor,gaming,"Laptop,Smartphone",60000-100000,Beginner
c16046a1-0593-45ab-a492-253e2bdb9911,32,Male,Medium,Jaipur,"good speakers,large screen,high resolution",entertainment,"Laptop,Laptop",20000-40000,Intermediate
66c3b4cc-e260-4a0e-a177-063a42288791,18,Female,Medium,Patna,"compact,lightweight,long battery",travel,Laptop,20000-40000,Advanced
5698a6ba-e3e3-472c-b505-09618de5d1ee,49,Female,Low,Lucknow,dedicated graphics,gaming,"Smartphone,Laptop",10000-20000,Beginner
4fbe38cb-3543-40be-a120-c5e9c4fe0a30,29,Female,Low,Lucknow,"high performance,dedicated graphics,fast processor",gaming,"Laptop,Laptop,Smartphone",10000-20000,Intermediate
a6774165-2876-4b13-8170-5c33086cf621,47,Male,High,Lucknow,"long battery,lightweight,professional design",business,"Smartphone,Laptop",60000-100000,Beginner
f52d7548-d64d-4d31-8e1f-72d5ffa1b757,53,Female,Low,Patna,"long battery,lightweight,professional design",business,"Laptop,Laptop,Smartphone",10000-20000,Beginner
feb57ad6-35aa-4f8d-a60e-486656dd463a,62,Female,Low,Nagpur,"camera quality,high resolution",photography,Laptop,20000-40000,Beginner
288c41e8-80bc-438e-b0c5-de6bf5cdf0b7,30,Male,Low,Thane,budget-friendly,education,Laptop,20000-40000,Intermediate
126e63f8-6cb2-4fb9-98be-79e33be49b6b,36,Male,Low,Pimpri-Chinchwad,high resolution,photography,"Smartphone,Laptop",20000-40000,Intermediate
9da84beb-4694-422d-ba61-8eb8a62e630c,62,Male,Low,Kanpur,"camera quality,good storage,high resolution",photography,"Laptop,Laptop,Laptop",20000-40000,Intermediate
8848de37-245d-4de8-a91d-7ee3e6ca8a50,44,Male,High,Hyderabad,professional design,business,"Smartphone,Smartphone",60000-100000,Intermediate
674e99aa-a868-419d-963e-bbccc5f2f885,39,Male,Low,Surat,"camera quality,good storage,high resolution",photography,"Laptop,Smartphone,Smartphone",20000-40000,Intermediate
04f95f9b-69b0-4b8d-b60e-57cbb966bf3c,44,Male,High,Bhopal,long battery,business,"Laptop,Laptop,Laptop",100000-150000,Advanced
b790aa9c-13a5-4cd1-9605-c4116198369a,34,Female,Low,Pune,good storage,photography,"Smartphone,Laptop",10000-20000,Intermediate
2865cc70-eb6d-4933-8518-ee6f667bd38e,35,Female,Medium,Ahmedabad,"high performance,fast processor,dedicated graphics",gaming,"Laptop,Smartphone",20000-40000,Intermediate
436c16d3-0e5f-4dbf-88a3-5d86e184feb0,65,Male,High,Thane,"large screen,high resolution",entertainment,Smartphone,60000-100000,Intermediate
253c84aa-963e-41ab-b4c1-fdcac971ac99,28,Male,Medium,Kolkata,"compact,lightweight,long battery",travel,"Laptop,Smartphone",60000-100000,Advanced
94327916-9c32-46db-99e0-8b7807eb64a5,39,Male,Medium,Bhopal,"long battery,budget-friendly,stylus support",education,Smartphone,40000-60000,Intermediate
e9a26daa-a47b-43a8-8e82-1580ec24413d,43,Male,High,Vadodara,professional design,business,Smartphone,60000-100000,Advanced
4e40884b-a390-4bbe-b672-91772cdb747e,58,Male,Low,Patna,"good storage,high resolution",photography,Laptop,20000-40000,Beginner
d7dc2e81-d6d5-4f75-921e-47f2ffd5edb8,20,Female,Low,Lucknow,"camera quality,good storage",photography,Laptop,10000-20000,Advanced
f06cfcf7-f6b7-4415-b853-6a12f421ec74,57,Male,Low,Hyderabad,"fast processor,dedicated graphics",gaming,"Smartphone,Smartphone",10000-20000,Beginner
b6d52fb9-c7ef-4328-9391-e22cadcd64f2,30,Female,Medium,Pimpri-Chinchwad,lightweight,travel,"Laptop,Laptop,Smartphone",40000-60000,Advanced
c6576736-ef41-4799-b304-37723103e9d5,33,Female,Medium,Patna,"camera quality,high resolution",photography,Laptop,20000-40000,Intermediate
a9d91727-1303-453c-acbb-2ede9bc50477,36,Male,High,Hyderabad,"long battery,lightweight,compact",travel,Laptop,60000-100000,Intermediate
601b1702-4d3b-4af0-af82-7bb940d23771,56,Female,Low,Indore,lightweight,travel,"Laptop,Laptop,Laptop",10000-20000,Beginner
dbdce57c-9b7d-46b6-bbb0-a4361dd9c76b,34,Female,High,Thane,lightweight,travel,"Laptop,Laptop",150000+,Advanced
7e5d7b31-0aa7-4a06-beb3-6a41ba2d83c4,63,Female,Low,Kanpur,"compact,long battery",travel,"Laptop,Laptop",10000-20000,Beginner
193e39bb-e1a0-4761-9e35-18013893ed45,36,Male,Low,Visakhapatnam,"camera quality,good storage,high resolution",photography,"Laptop,Smartphone,Laptop",10000-20000,Intermediate
155c2dff-900f-4fbe-a42c-283e457446c9,51,Male,Low,Patna,"camera quality,good storage",photography,"Laptop,Laptop",20000-40000,Intermediate
8f8200e7-496c-441a-86ab-f3ee5d2158ba,19,Female,Low,Vadodara,"long battery,lightweight,compact",travel,"Smartphone,Smartphone",20000-40000,Advanced
58a76f93-67a5-4a0f-b2d0-c406fd55167f,18,Male,Low,Thane,"good speakers,large screen,high resolution",entertainment,"Smartphone,Smartphone",10000-20000,Advanced
580c32f2-b119-4a53-bdc6-910da8ba3ffe,59,Female,Medium,Jaipur,"camera quality,good storage,high resolution",photography,"Laptop,Smartphone,Laptop",60000-100000,Beginner
b352aab0-d88b-42de-a857-23efcf17e4ba,48,Female,High,Kanpur,"good speakers,large screen",entertainment,Laptop,150000+,Beginner
03cc26e0-4021-412e-8001-e1d2123ff694,26,Female,Low,Nagpur,"compact,long battery",travel,Laptop,10000-20000,Intermediate
ba0ffc29-c4e8-4c53-9987-89fcff18e40d,39,Female,Low,Kanpur,"long battery,budget-friendly,stylus support",education,Laptop,20000-40000,Intermediate
1e8d4bfa-961b-4e4f-9313-2ef8061485c0,43,Non-Binary,Medium,Jaipur,"camera quality,high resolution",photography,Laptop,60000-100000,Intermediate
a5990632-24c1-4b67-9cd7-d3145989ccaf,56,Non-Binary,Low,Lucknow,"good speakers,large screen,high resolution",entertainment,"Smartphone,Smartphone,Laptop",20000-40000,Intermediate
bbdad0c7-ee76-4562-9527-015ec2b8e96a,57,Male,Low,Lucknow,long battery,travel,Smartphone,20000-40000,Beginner
caf50b2f-cea3-49af-b5b8-5c7e5fe8ed43,40,Female,Low,Ahmedabad,"good speakers,high resolution",entertainment,Smartphone,20000-40000,Beginner
4c4c8929-b8e9-48a4-9dd7-3f3add2ce873,30,Male,Medium,Indore,"camera quality,good storage,high resolution",photography,"Laptop,Laptop",60000-100000,Intermediate
231bc320-04d8-4fd8-b733-1b40f59d5b14,37,Male,Medium,Pimpri-Chinchwad,"high performance,dedicated graphics",gaming,"Laptop,Laptop,Laptop",40000-60000,Beginner
883c54e0-67e3-4bad-8d90-d8fb1c7817fb,55,Female,Medium,Thane,"long battery,lightweight,professional design",business,"Laptop,Laptop,Smartphone",20000-40000,Beginner
6b6e5e18-9f3e-4282-ab05-0a5629559299,47,Male,High,Indore,"long battery,budget-friendly,stylus support",education,Laptop,100000-150000,Beginner
14b1891b-fc11-423e-8728-e7523b7b3b87,65,Female,Low,Indore,budget-friendly,education,"Smartphone,Smartphone",20000-40000,Beginner
48fec4b4-77d0-4f72-b8f8-b8770cc9484e,38,Female,Low,Pimpri-Chinchwad,"camera quality,good storage,high resolution",photography,Smartphone,10000-20000,Advanced
64f37e86-05e8-4a40-8070-2f04468f5c20,43,Female,Medium,Indore,"long battery,stylus support",education,Laptop,20000-40000,Intermediate
3e4705c8-89bd-4c60-9dbf-d6d47a36b2da,18,Female,Low,Vadodara,professional design,business,"Laptop,Laptop",20000-40000,Advanced
5b84956b-27f0-45e7-855a-16d9c8a18a59,23,Male,Medium,Hyderabad,"camera quality,high resolution",photography,Smartphone,20000-40000,Advanced
080d85bc-0f35-4e28-94a6-526e6730e1ee,20,Male,High,Visakhapatnam,"good speakers,large screen,high resolution",entertainment,Laptop,60000-100000,Advanced
f8f35046-1ca7-40fe-96aa-be4eff1d1e51,37,Female,Medium,Indore,"lightweight,professional design",business,"Laptop,Smartphone,Laptop",40000-60000,Intermediate
8ff16ff2-ac53-45dc-92f0-68844e01f20f,57,Male,High,Bangalore,"high performance,fast processor",gaming,"Smartphone,Laptop",100000-150000,Intermediate
89028b85-31ae-4e9f-b54d-67676202ea0a,62,Male,Medium,Lucknow,good storage,photography,"Smartphone,Smartphone",20000-40000,Beginner
0e9c2267-528e-4db2-9114-76bae11810f3,60,Female,High,Thane,"long battery,budget-friendly,stylus support",education,"Smartphone,Smartphone",60000-100000,Beginner
1bb04aa7-a146-4e38-aa42-fee7baa07ff3,55,Male,Medium,Surat,"long battery,professional design",business,"Laptop,Laptop",40000-60000,Beginner
616a918e-de84-44ab-95d0-a17108efb50a,33,Male,Low,Kanpur,long battery,travel,Smartphone,20000-40000,Advanced
812e1651-bdd2-4061-a04b-d6f680ad7db5,59,Non-Binary,Low,Lucknow,budget-friendly,education,"Laptop,Laptop",20000-40000,Beginner
7910c7cd-6234-4870-88d8-348ad4abcfdc,31,Male,Medium,Mumbai,camera quality,photography,Smartphone,20000-40000,Intermediate
8876b350-8893-45da-811b-ef8c497c36a7,37,Female,Low,Nagpur,"long battery,lightweight,professional design",business,"Smartphone,Smartphone,Laptop",10000-20000,Intermediate
6149816a-62bc-41b9-8dc9-06719fd8452e,50,Female,High,Patna,"good speakers,large screen,high resolution",entertainment,"Smartphone,Laptop",150000+,Intermediate
b8df09db-41e1-403f-904a-fa04cfdd77ea,64,Male,Medium,Hyderabad,"long battery,lightweight,professional design",business,Laptop,20000-40000,Beginner
a8ee2049-5961-4581-a1db-50ebc19f6c41,22,Male,Medium,Patna,good speakers,entertainment,"Smartphone,Smartphone,Laptop",40000-60000,Advanced
b7fb838c-baa2-480d-bbae-9f85dea46497,50,Female,Low,Bhopal,long battery,travel,"Laptop,Laptop",10000-20000,Beginner
3b10aeca-2b7c-4351-a0c7-85af31124715,35,Female,Low,Ahmedabad,"high performance,fast processor",gaming,"Smartphone,Laptop",20000-40000,Intermediate
e5bc9288-464e-4ec4-a31b-6873dcc054a5,27,Female,Medium,Visakhapatnam,good storage,photography,Smartphone,60000-100000,Intermediate
f02160a0-0eb8-4a28-a735-9520f5ba3434,18,Female,Low,Visakhapatnam,"long battery,lightweight,compact",travel,"Smartphone,Laptop",20000-40000,Advanced
704b856f-d59c-4e63-b9fb-3aa4152968e9,54,Male,High,Bangalore,"camera quality,good storage,high resolution",photography,Laptop,100000-150000,Beginner
5ce27931-1fdc-4f1e-b327-7a71840fcbad,34,Male,Medium,Jaipur,"good speakers,large screen",entertainment,"Laptop,Smartphone,Laptop",40000-60000,Advanced
77f63a8d-7b6f-443e-bea1-dc0b07ba03d3,47,Female,Medium,Bhopal,long battery,education,"Smartphone,Laptop,Laptop",60000-100000,Beginner
e9b928f9-ae15-42e8-8ed0-a57896e10002,48,Male,Low,Kanpur,long battery,travel,"Smartphone,Smartphone",10000-20000,Intermediate
1bf2805b-119c-45aa-871a-3dbd86ed45a3,24,Female,Low,Bhopal,"compact,long battery",travel,Smartphone,10000-20000,Advanced
28a515b0-ccc6-4d13-9bbf-082378d26614,18,Male,Medium,Surat,professional design,business,"Laptop,Laptop,Smartphone",40000-60000,Advanced
13fb5b80-48df-4ba4-8c87-9c3b0531d881,28,Female,Medium,Ahmedabad,fast processor,gaming,"Smartphone,Smartphone,Laptop",40000-60000,Intermediate
81b4326b-7557-4118-8688-35f825ff4315,46,Male,High,Lucknow,"compact,lightweight,long battery",travel,"Laptop,Smartphone,Smartphone",100000-150000,Beginner
30df66bc-68c8-454a-a9b2-c1371bc3d354,18,Male,Low,Indore,"good speakers,high resolution",entertainment,"Smartphone,Smartphone",10000-20000,Intermediate
78e9931f-9fc8-4ab6-95d0-fa62c747f7be,47,Male,Medium,Chennai,good storage,photography,"Smartphone,Laptop,Smartphone",60000-100000,Beginner
24e0c3ed-cb7a-4c73-be7d-ff6b00c36fb5,59,Male,Medium,Thane,high resolution,photography,Smartphone,60000-100000,Beginner
5814b688-4a87-401e-860c-dd091c904248,59,Male,Low,Hyderabad,"compact,lightweight",travel,"Laptop,Smartphone,Laptop",20000-40000,Beginner
220ec189-b5f6-4489-9dd7-5702199130b5,53,Male,Low,Surat,"long battery,compact",travel,"Laptop,Smartphone",20000-40000,Beginner
229ff4a0-c9a9-4a70-8b3a-2e828ac0cb92,60,Female,Low,Bangalore,long battery,travel,Smartphone,10000-20000,Intermediate
949c5386-cf34-49f3-bfc9-65f11dbc7196,48,Female,Low,Visakhapatnam,"camera quality,good storage,high resolution",photography,"Laptop,Laptop,Smartphone",10000-20000,Intermediate
1cbf152c-c06a-428d-991f-c7156e0c49ae,37,Male,Low,Chennai,"long battery,lightweight,professional design",business,"Smartphone,Smartphone,Smartphone",10000-20000,Intermediate
c59e4e6a-2711-4f8c-99a6-d62553480a18,63,Female,Low,Bangalore,"high performance,dedicated graphics",gaming,"Smartphone,Smartphone",10000-20000,Beginner
cfcc1695-5cdc-498a-b1b4-61abf5bb964a,26,Male,Medium,Thane,"good storage,high resolution",photography,Laptop,20000-40000,Advanced
5cfdfc85-e381-41ae-a0f5-98dbf53254ec,40,Female,Low,Kolkata,long battery,business,"Laptop,Laptop",20000-40000,Intermediate
fa1103ca-59d0-45d8-bd8a-e507a39cb9b6,35,Male,High,Nagpur,long battery,business,Smartphone,60000-100000,Intermediate
f1370e7b-ac81-41a9-a34e-90e8705a26e9,19,Female,Medium,Pune,fast processor,gaming,"Laptop,Smartphone,Smartphone",40000-60000,Advanced
ab32cf16-b7ab-4b6a-a43a-0459ff5216ec,52,Female,Low,Bhopal,"long battery,lightweight,professional design",business,Laptop,10000-20000,Beginner
fd276d1d-667c-4ada-b4ab-cc370ff8c034,33,Female,Medium,Indore,high resolution,entertainment,Smartphone,40000-60000,Intermediate
6ebe26aa-9803-4755-818d-a8a1028ca76d,25,Male,Low,Pimpri-Chinchwad,"high performance,fast processor",gaming,"Smartphone,Smartphone",10000-20000,Advanced
feadc300-91a0-4a0a-bd6b-ce52ea86c809,37,Male,Medium,Thane,"good speakers,large screen,high resolution",entertainment,Smartphone,20000-40000,Intermediate
0f804a16-b44d-4462-8d4a-b2db4c6aafb0,61,Male,Low,Visakhapatnam,high performance,gaming,"Smartphone,Smartphone,Smartphone",10000-20000,Beginner
bd43783a-9c24-4b56-ac80-4addf18deb8c,29,Female,High,Surat,large screen,entertainment,Laptop,150000+,Advanced
661be42d-a873-4e52-aada-9ff1a9a86cc3,24,Male,Low,Jaipur,high performance,gaming,"Laptop,Laptop",10000-20000,Intermediate
db1fdcd8-dd07-40d7-b582-b8c414839c76,65,Female,High,Vadodara,"high performance,dedicated graphics,fast processor",gaming,"Smartphone,Laptop",150000+,Beginner
82b64248-fda7-4e23-809b-02d1a3acd327,29,Female,Low,Indore,dedicated graphics,gaming,"Laptop,Laptop,Smartphone",20000-40000,Beginner
5f70074f-24f2-4541-88d3-dbf5ba4e4954,65,Female,Low,Surat,"long battery,budget-friendly,stylus support",education,"Laptop,Smartphone,Smartphone",20000-40000,Beginner
017a24ed-6e2d-4f4b-9731-65523f530e7b,18,Male,High,Patna,"long battery,lightweight,professional design",business,Laptop,100000-150000,Intermediate
b73bc430-6356-4041-b115-415de2eb2655,65,Male,Low,Kanpur,"long battery,lightweight,professional design",business,"Laptop,Laptop,Smartphone",10000-20000,Beginner
7bcc87d8-5791-4888-a366-3b190ef04e8a,29,Male,High,Kolkata,"long battery,lightweight,compact",travel,Smartphone,150000+,Beginner
8ee2d228-8bf7-40e5-b020-43112e05fdb3,21,Female,High,Pimpri-Chinchwad,"long battery,budget-friendly,stylus support",education,"Smartphone,Laptop",150000+,Advanced
5a119abf-e8c5-4595-ae32-529c6d6a0c5c,35,Male,Medium,Ahmedabad,"high performance,fast processor",gaming,"Laptop,Laptop",40000-60000,Advanced
3db23214-cfdf-4d91-956d-0079b600d85c,59,Male,Low,Kanpur,camera quality,photography,"Smartphone,Laptop",10000-20000,Beginner
7f29f20a-bed7-4dee-8971-ac723db96c59,25,Male,Medium,Pimpri-Chinchwad,budget-friendly,education,"Smartphone,Laptop,Smartphone",40000-60000,Advanced
50822162-48d3-411b-aa87-d4a920c273b3,54,Female,Medium,Pimpri-Chinchwad,"budget-friendly,stylus support",education,"Laptop,Smartphone",20000-40000,Intermediate
4a9d881d-8e09-4366-a9d5-8b0b3701c27f,22,Male,Low,Lucknow,high resolution,entertainment,Smartphone,20000-40000,Intermediate
6f89db21-cfed-4f22-9dc8-dca31a9e49d2,50,Male,Medium,Kolkata,"high performance,fast processor",gaming,Smartphone,20000-40000,Intermediate
48baa305-0638-442d-ae86-3ba910e8dd10,42,Female,High,Kanpur,"long battery,lightweight,professional design",business,"Smartphone,Laptop",150000+,Intermediate
412c3321-ba3d-48db-9dd0-9dcba6dec372,52,Male,Medium,Surat,"long battery,professional design",business,Smartphone,60000-100000,Intermediate
7c14b68f-3700-420d-a945-5f7404b6778c,53,Male,High,Pimpri-Chinchwad,"long battery,lightweight,compact",travel,Laptop,100000-150000,Intermediate
154cc429-226f-46b8-9f3d-741f6c22e705,50,Female,Low,Bangalore,stylus support,education,Laptop,20000-40000,Beginner
a96d350f-99c3-437e-b10b-36c5179285f9,59,Male,Medium,Visakhapatnam,budget-friendly,education,Smartphone,60000-100000,Intermediate
99405d54-dd2f-41da-b300-009016c2027b,19,Female,Medium,Thane,good storage,photography,"Laptop,Laptop",60000-100000,Intermediate
5bf27f82-4157-4a96-98d6-7c4ca22f0a96,59,Female,Low,Bhopal,"long battery,lightweight",business,"Laptop,Laptop",10000-20000,Intermediate
ecd039d2-ea7e-493d-b712-f5ff78fac1d6,61,Female,High,Thane,budget-friendly,education,"Smartphone,Laptop",100000-150000,Beginner
242e5a4d-de30-4eaa-ab4e-a6624f8fd830,47,Male,Low,Lucknow,"good storage,high resolution",photography,"Smartphone,Laptop",10000-20000,Intermediate
bbdfeb0a-acc4-423a-87b2-163ea17a251f,31,Male,Medium,Jaipur,"long battery,budget-friendly,stylus support",education,Smartphone,60000-100000,Advanced
f224b2a0-ab85-4868-93df-9cd47e65b1c9,59,Female,Medium,Thane,"camera quality,good storage,high resolution",photography,Smartphone,20000-40000,Beginner
bc107fe9-602d-40bf-ade5-ab46bf7f6d1e,25,Female,High,Vadodara,"long battery,budget-friendly,stylus support",education,"Smartphone,Smartphone,Laptop",150000+,Advanced
c85d70c0-efaf-4bed-aa53-693d95e999b1,27,Male,Low,Bhopal,high resolution,entertainment,"Laptop,Smartphone",10000-20000,Advanced
a63d0a00-6a7f-415a-ab3e-0e78f5befc9f,60,Female,High,Jaipur,"compact,lightweight",travel,"Laptop,Smartphone",100000-150000,Beginner
c29b78f4-e18e-40d1-9e21-73331bc2e97a,21,Female,Medium,Visakhapatnam,"budget-friendly,stylus support",education,Laptop,60000-100000,Advanced
9a61554b-6ff3-45a9-8413-f5fb90ecf05f,62,Male,Medium,Bangalore,"good speakers,large screen,high resolution",entertainment,Smartphone,20000-40000,Intermediate
edfc0886-515f-4b51-a87e-f2b44af40050,38,Male,Medium,Mumbai,"long battery,professional design",business,"Smartphone,Smartphone,Smartphone",40000-60000,Beginner
38548a18-d432-4534-b119-45487f8825e1,62,Non-Binary,Low,Pimpri-Chinchwad,"high performance,fast processor,dedicated graphics",gaming,"Laptop,Laptop",10000-20000,Beginner
c9a35d8d-b18f-4ee7-b52f-4516af71ccdc,54,Male,Low,Pune,"camera quality,good storage,high resolution",photography,Smartphone,20000-40000,Intermediate
ccb8a465-b95d-47d4-a2fd-82abff5ac823,59,Female,Low,Indore,"high performance,fast processor",gaming,"Laptop,Smartphone",10000-20000,Beginner
1cb88316-e662-42ce-b54d-a900ae78e6c4,63,Female,Medium,Indore,"long battery,stylus support",education,"Laptop,Laptop",60000-100000,Beginner
fe57b42f-f1cc-4bae-a7de-64376ca564a7,48,Female,Low,Chennai,"high performance,fast processor,dedicated graphics",gaming,"Laptop,Laptop,Smartphone",20000-40000,Beginner
6521a448-c743-4f18-a2f5-d2b870a20da4,32,Female,High,Bhopal,long battery,education,Laptop,150000+,Advanced
d122d863-a8da-4706-a074-eff5259017c6,35,Female,Medium,Kolkata,large screen,entertainment,Laptop,20000-40000,Advanced
88273d51-a767-45a6-9396-85dcfbbdc454,50,Female,Low,Bangalore,"compact,lightweight",travel,Smartphone,10000-20000,Intermediate
a9a33b96-b072-438f-b89a-1c4a9b6ee70a,49,Female,Low,Bangalore,high performance,gaming,"Smartphone,Laptop,Smartphone",20000-40000,Intermediate
1502c1fa-bca4-47a2-b113-98053e0cfdc6,18,Male,Medium,Bangalore,long battery,travel,"Laptop,Laptop",40000-60000,Advanced
09ce7522-e400-431b-be44-24077456a156,19,Male,Low,Delhi,"long battery,lightweight,professional design",business,Laptop,20000-40000,Intermediate
d3c32c5b-945e-465e-be01-9ebdd1013a22,56,Male,Low,Jaipur,"compact,lightweight,long battery",travel,"Laptop,Smartphone",20000-40000,Beginner
b12da0c5-b1bc-4a6d-afef-17f1d9388f4c,59,Male,Medium,Jaipur,professional design,business,"Laptop,Laptop,Laptop",60000-100000,Intermediate
f6bddcfa-e0e5-4aec-85f5-8f817647fba6,54,Male,Medium,Nagpur,"long battery,budget-friendly",education,"Smartphone,Smartphone",60000-100000,Intermediate
e6dc7e7e-bfdd-4998-bb83-9e29782c6951,39,Female,Low,Nagpur,"long battery,lightweight,compact",travel,"Smartphone,Laptop,Laptop",10000-20000,Advanced
c04c166c-86b2-44da-9f3e-a52b4cf60540,59,Male,Medium,Kanpur,"good speakers,large screen,high resolution",entertainment,"Smartphone,Smartphone,Smartphone",40000-60000,Beginner
4ae13990-cef7-4ad1-91d3-c83eaf19f3e3,26,Male,Medium,Patna,"camera quality,good storage,high resolution",photography,"Smartphone,Laptop,Smartphone",60000-100000,Beginner
0d4f2990-c5c1-4611-b8d5-e3a4cb3fb840,40,Male,High,Chennai,budget-friendly,education,"Laptop,Laptop",100000-150000,Advanced
589e7a86-a864-450c-ae0d-44c7cc509289,44,Male,Low,Lucknow,"large screen,high resolution",entertainment,"Laptop,Smartphone,Smartphone",10000-20000,Advanced
d8701143-f845-49d6-bc4f-9d108bf137b8,49,Female,Medium,Bangalore,long battery,education,"Smartphone,Laptop",40000-60000,Intermediate
21ad8c03-a8c7-4b50-bfea-b53a5c5d3f02,18,Male,High,Pune,long battery,education,"Laptop,Laptop,Laptop",100000-150000,Advanced
43383bbc-d49e-486e-bcd5-3f3f50bb3944,36,Female,Low,Visakhapatnam,"high performance,dedicated graphics,fast processor",gaming,"Smartphone,Smartphone,Smartphone",10000-20000,Intermediate
3ef23d10-7d5f-43a7-a96d-7969780728da,31,Female,Low,Bhopal,"long battery,professional design",business,Smartphone,20000-40000,Intermediate
d73ec3e4-31bf-425d-9420-bc1e5b0eb3e4,27,Female,Medium,Hyderabad,budget-friendly,education,Smartphone,40000-60000,Beginner
418e2477-7b41-431b-a675-d5e632cf4ee9,51,Female,Low,Patna,"compact,lightweight",travel,Laptop,20000-40000,Beginner
cbe0ca9a-0dd8-4f5a-a879-a7be40a57163,24,Female,Medium,Pune,"good speakers,large screen,high resolution",entertainment,Laptop,60000-100000,Advanced
27e83c7f-5616-4155-9068-5a3a870c41cc,25,Male,Medium,Surat,good storage,photography,"Laptop,Laptop",20000-40000,Advanced
37f12e0c-772f-468a-b439-d14d547d8f64,47,Female,Low,Kanpur,large screen,entertainment,Laptop,20000-40000,Beginner
7de96df3-ff0b-404d-9a86-9910eefc986f,28,Male,Low,Nagpur,"good storage,high resolution",photography,"Laptop,Laptop,Smartphone",10000-20000,Intermediate
f5e4a0fd-0f2c-441e-b825-00b618ab51d9,42,Female,Low,Pimpri-Chinchwad,high resolution,photography,Laptop,20000-40000,Intermediate
c433caab-13ce-45ad-bd6b-2d885339610d,55,Female,Medium,Surat,"camera quality,good storage,high resolution",photography,"Laptop,Laptop,Smartphone",20000-40000,Beginner
9b803644-249c-43df-b798-236392479f3b,22,Male,Low,Surat,fast processor,gaming,"Smartphone,Smartphone,Laptop",10000-20000,Advanced
f91bd9c2-187d-47c3-89e1-73554eceea49,34,Non-Binary,Medium,Nagpur,"high performance,dedicated graphics,fast processor",gaming,"Smartphone,Smartphone,Smartphone",40000-60000,Intermediate
cd4a2fcb-4a2e-4b40-b0e5-c99d687def30,42,Male,Low,Surat,"good speakers,large screen",entertainment,"Laptop,Smartphone",10000-20000,Intermediate
c3fb21d7-0ceb-4323-a0ef-8245533ea127,46,Female,Low,Surat,"good speakers,large screen,high resolution",entertainment,Smartphone,10000-20000,Beginner
b94ff27d-54e0-4c8e-bbc4-3fff8e1f4a59,18,Female,High,Thane,"high performance,dedicated graphics,fast processor",gaming,"Smartphone,Laptop",150000+,Advanced
0a3d3ee0-056e-4492-979e-71f6e134f6ae,49,Male,Low,Hyderabad,"fast processor,dedicated graphics",gaming,"Smartphone,Laptop",10000-20000,Beginner
efba56dc-2ab2-48f0-bfc4-95a3f0ec4d3d,20,Female,Medium,Patna,"long battery,budget-friendly,stylus support",education,"Laptop,Smartphone,Smartphone",20000-40000,Advanced
